"id","age_group","card_type","PIN_Change_Due","id.y","age_group_num"
1622,"31-45","Debit",1,2877,2
852,"31-45","Credit",1,90,2
852,"31-45","Credit",1,1282,2
852,"31-45","Debit",1,4187,2
1394,"18-30","Credit",1,4039,1
1394,"18-30","Debit",0,530,1
1394,"18-30","Debit",1,3468,1
1394,"18-30","Debit",1,6027,1
957,"60+","Debit",1,82,4
957,"60+","Credit",1,5042,4
957,"60+","Debit",1,4532,4
515,"60+","Debit",1,5078,4
515,"60+","Debit",1,5487,4
515,"60+","Debit",1,3984,4
515,"60+","Debit",1,3235,4
1303,"60+","Debit",1,2831,4
1303,"60+","Debit",1,2705,4
1303,"60+","Credit",1,6000,4
1303,"60+","Credit",1,5059,4
1303,"60+","Debit",1,6085,4
1303,"60+","Debit",0,1557,4
1303,"60+","Debit",1,4226,4
1287,"31-45","Debit",1,3765,2
296,"46-60","Credit",1,5564,3
296,"46-60","Credit",1,4939,3
296,"46-60","Debit (Prepaid)",1,3331,3
1059,"46-60","Credit",1,1330,3
1059,"46-60","Debit",1,2641,3
1059,"46-60","Debit",0,4483,3
1378,"46-60","Credit",1,5641,3
1378,"46-60","Debit",1,283,3
1378,"46-60","Debit",1,4227,3
1378,"46-60","Credit",1,2921,3
1297,"46-60","Debit",0,4066,3
1297,"46-60","Debit",1,1242,3
1297,"46-60","Credit",0,5627,3
1727,"46-60","Debit",1,5982,3
1727,"46-60","Debit",1,319,3
1727,"46-60","Debit (Prepaid)",0,1379,3
1727,"46-60","Debit",0,5329,3
1727,"46-60","Debit",0,4918,3
1727,"46-60","Debit",1,3766,3
310,"18-30","Debit",0,1826,1
310,"18-30","Debit",0,531,1
673,"46-60","Debit",1,1359,3
673,"46-60","Credit",1,2422,3
673,"46-60","Debit",1,978,3
673,"46-60","Credit",0,1827,3
1283,"46-60","Credit",1,4570,3
1283,"46-60","Debit",1,2341,3
1283,"46-60","Debit",1,5305,3
1283,"46-60","Credit",1,3469,3
1239,"31-45","Credit",1,5404,2
1239,"31-45","Debit",1,3744,2
1239,"31-45","Credit",0,532,2
1239,"31-45","Debit",1,1243,2
1691,"18-30","Credit",0,533,1
1078,"46-60","Debit",1,225,3
1078,"46-60","Debit",1,5488,3
124,"31-45","Debit",1,4397,2
124,"31-45","Debit",1,4022,2
124,"31-45","Debit",1,3050,2
124,"31-45","Debit",1,2725,2
99,"60+","Debit",1,2819,4
99,"60+","Debit",1,3345,4
99,"60+","Credit",1,2869,4
1722,"18-30","Credit",1,2736,1
562,"31-45","Credit",0,427,2
750,"60+","Debit",1,3250,4
750,"60+","Debit (Prepaid)",1,4550,4
1223,"46-60","Debit",1,5251,3
1223,"46-60","Debit",1,1042,3
1223,"46-60","Debit",0,384,3
1319,"18-30","Debit",0,1828,1
575,"60+","Debit",1,4271,4
575,"60+","Debit",0,369,4
575,"60+","Credit",0,3663,4
575,"60+","Credit",1,5278,4
575,"60+","Credit",1,4360,4
428,"31-45","Credit",1,3842,2
428,"31-45","Credit",1,1351,2
828,"46-60","Credit",1,3126,3
828,"46-60","Credit",1,4235,3
828,"46-60","Credit",1,3767,3
1580,"18-30","Debit",0,1829,1
1580,"18-30","Debit",0,1830,1
1570,"18-30","Debit (Prepaid)",0,1558,1
1570,"18-30","Credit",0,1831,1
1570,"18-30","Debit (Prepaid)",0,534,1
846,"46-60","Credit",1,221,3
846,"46-60","Credit",0,2789,3
846,"46-60","Credit",1,3886,3
846,"46-60","Credit",1,3443,3
666,"46-60","Debit",1,1244,3
335,"46-60","Debit",1,4838,3
335,"46-60","Debit",1,5131,3
335,"46-60","Debit",1,353,3
639,"46-60","Debit",1,5016,3
639,"46-60","Debit",0,129,3
639,"46-60","Credit",1,4877,3
639,"46-60","Debit",1,4833,3
386,"46-60","Debit",1,3673,3
886,"18-30","Debit",0,535,1
297,"18-30","Debit (Prepaid)",0,536,1
1860,"31-45","Debit",0,1832,2
1860,"31-45","Credit",0,1833,2
1860,"31-45","Debit (Prepaid)",0,4244,2
581,"46-60","Debit",1,211,3
581,"46-60","Debit",1,2320,3
581,"46-60","Debit",1,3691,3
1910,"46-60","Debit",1,4615,3
1910,"46-60","Debit",1,5505,3
1910,"46-60","Debit (Prepaid)",0,3242,3
1910,"46-60","Debit",1,3288,3
731,"31-45","Credit",0,1559,2
731,"31-45","Debit",1,5659,2
731,"31-45","Debit",0,802,2
21,"46-60","Debit",1,1111,3
21,"46-60","Debit",1,2745,3
21,"46-60","Debit (Prepaid)",1,4769,3
273,"31-45","Credit",1,5777,2
63,"31-45","Credit",0,397,2
63,"31-45","Debit",1,2805,2
63,"31-45","Debit",1,60,2
63,"31-45","Debit",1,5489,2
63,"31-45","Debit",1,4632,2
63,"31-45","Debit (Prepaid)",0,4067,2
786,"18-30","Debit",0,537,1
786,"18-30","Debit",0,1834,1
1886,"18-30","Credit",0,538,1
1886,"18-30","Debit",0,803,1
103,"31-45","Debit",1,270,2
103,"31-45","Credit",1,5113,2
103,"31-45","Debit",1,3930,2
103,"31-45","Debit",1,110,2
103,"31-45","Debit",1,967,2
1193,"60+","Debit",1,5681,4
1193,"60+","Debit",1,4023,4
1193,"60+","Debit",1,5962,4
1193,"60+","Debit",1,4533,4
1193,"60+","Debit",1,2963,4
585,"46-60","Debit",1,5881,3
1532,"18-30","Debit",0,1560,1
1958,"46-60","Debit",1,3215,3
1958,"46-60","Credit",1,3680,3
1958,"46-60","Debit (Prepaid)",1,1283,3
1958,"46-60","Debit",1,3578,3
1958,"46-60","Credit",1,3843,3
744,"46-60","Credit",1,4594,3
744,"46-60","Credit",1,5720,3
744,"46-60","Credit",1,4571,3
744,"46-60","Debit",1,4158,3
744,"46-60","Credit",1,2849,3
1836,"31-45","Credit",1,4140,2
477,"46-60","Debit (Prepaid)",1,2450,3
477,"46-60","Credit",1,2692,3
477,"46-60","Debit",1,1064,3
477,"46-60","Credit",1,4168,3
477,"46-60","Debit (Prepaid)",1,3419,3
1713,"18-30","Debit",0,1835,1
1506,"18-30","Debit",0,804,1
1506,"18-30","Debit",0,1836,1
357,"46-60","Debit",1,3706,3
357,"46-60","Debit",1,2085,3
357,"46-60","Credit",1,5481,3
357,"46-60","Credit",1,2832,3
535,"46-60","Credit",1,4883,3
778,"46-60","Debit",0,1085,3
778,"46-60","Credit",1,3228,3
778,"46-60","Debit",0,539,3
950,"18-30","Credit",0,1837,1
1080,"46-60","Debit",1,2562,3
1080,"46-60","Credit",1,5844,3
1197,"18-30","Debit",0,1838,1
1197,"18-30","Credit",0,1839,1
1197,"18-30","Debit",0,540,1
711,"31-45","Debit",1,4689,2
1731,"60+","Debit",1,3995,4
1731,"60+","Debit (Prepaid)",1,4888,4
1731,"60+","Credit",1,34,4
1731,"60+","Credit",1,5930,4
1731,"60+","Debit",1,2797,4
1731,"60+","Debit",1,4616,4
451,"60+","Debit",1,5810,4
451,"60+","Credit",1,3768,4
1290,"46-60","Credit",1,3786,3
1290,"46-60","Debit",0,3629,3
1817,"46-60","Debit",1,2530,3
56,"18-30","Credit",0,1444,1
56,"18-30","Credit",0,805,1
1383,"60+","Debit",1,4949,4
1915,"46-60","Debit",1,3146,3
1915,"46-60","Credit",0,4116,3
1915,"46-60","Debit",1,5031,3
1915,"46-60","Debit",1,2113,3
1882,"46-60","Debit",1,3229,3
1882,"46-60","Credit",1,2672,3
1882,"46-60","Debit",1,5882,3
1467,"18-30","Debit",1,3556,1
1791,"60+","Debit",1,5132,4
1791,"60+","Debit",1,2215,4
1791,"60+","Debit",1,4587,4
447,"60+","Debit",1,2142,4
447,"60+","Credit",1,4617,4
447,"60+","Debit",1,5405,4
447,"60+","Debit",1,3692,4
447,"60+","Debit",1,3865,4
1640,"60+","Debit",1,4967,4
1640,"60+","Credit",1,5171,4
1640,"60+","Credit",1,1065,4
636,"46-60","Debit",1,4795,3
636,"46-60","Debit",1,3420,3
636,"46-60","Debit",1,4361,3
636,"46-60","Debit",0,284,3
782,"46-60","Debit",1,4169,3
782,"46-60","Debit",1,3051,3
782,"46-60","Debit (Prepaid)",1,2216,3
316,"31-45","Credit",1,29,2
316,"31-45","Credit",1,2038,2
316,"31-45","Credit",1,4125,2
316,"31-45","Debit",1,5857,2
1192,"31-45","Debit",0,1211,2
787,"18-30","Debit (Prepaid)",0,541,1
787,"18-30","Credit",0,1561,1
251,"18-30","Debit",0,1562,1
251,"18-30","Debit",0,806,1
1351,"18-30","Credit",0,1563,1
490,"60+","Debit",1,3769,4
490,"60+","Debit",1,5963,4
490,"60+","Debit",1,176,4
490,"60+","Debit",1,5133,4
1935,"18-30","Debit",0,1564,1
1935,"18-30","Debit",0,542,1
1935,"18-30","Debit",0,1840,1
387,"31-45","Debit (Prepaid)",1,4601,2
869,"60+","Debit",1,3103,4
869,"60+","Debit (Prepaid)",1,3104,4
869,"60+","Debit",1,4405,4
869,"60+","Debit",1,3517,4
869,"60+","Debit (Prepaid)",1,5490,4
1865,"18-30","Credit",0,1565,1
268,"18-30","Debit",0,1841,1
268,"18-30","Debit",0,1566,1
268,"18-30","Debit",0,543,1
1124,"31-45","Debit",1,6067,2
1124,"31-45","Debit (Prepaid)",1,5437,2
1124,"31-45","Credit",0,4130,2
721,"31-45","Credit",1,1245,2
721,"31-45","Credit",1,3949,2
721,"31-45","Debit",1,4426,2
721,"31-45","Credit",1,2563,2
721,"31-45","Debit",1,3361,2
721,"31-45","Credit",1,4377,2
813,"46-60","Debit",1,158,3
152,"31-45","Debit (Prepaid)",1,2587,2
152,"31-45","Credit",1,2848,2
152,"31-45","Credit",0,1401,2
1896,"46-60","Debit",1,4272,3
1896,"46-60","Debit",0,2944,3
1896,"46-60","Debit",1,1124,3
1896,"46-60","Credit",1,4974,3
1896,"46-60","Credit",1,4529,3
1028,"46-60","Debit (Prepaid)",0,1567,3
1028,"46-60","Credit",1,139,3
1028,"46-60","Debit",1,2878,3
1028,"46-60","Debit",1,2564,3
1028,"46-60","Credit",1,342,3
922,"18-30","Debit (Prepaid)",0,544,1
549,"46-60","Credit",1,4770,3
549,"46-60","Debit",1,98,3
549,"46-60","Credit",0,4467,3
549,"46-60","Credit",1,2588,3
565,"46-60","Debit",1,5459,3
565,"46-60","Debit",1,1314,3
565,"46-60","Debit",0,4071,3
565,"46-60","Debit",1,3175,3
1980,"46-60","Debit",1,5829,3
1494,"18-30","Debit",0,545,1
1494,"18-30","Debit",1,3579,1
1494,"18-30","Credit",0,1842,1
1494,"18-30","Credit",1,2340,1
1809,"31-45","Debit",1,5830,2
1809,"31-45","Debit",1,2114,2
1809,"31-45","Credit",1,4026,2
1809,"31-45","Debit (Prepaid)",0,370,2
1809,"31-45","Debit",1,1338,2
1809,"31-45","Credit",1,3866,2
637,"31-45","Debit",1,2981,2
637,"31-45","Credit",1,3745,2
637,"31-45","Debit",1,2115,2
637,"31-45","Debit",1,3078,2
1770,"18-30","Credit",0,1402,1
1770,"18-30","Debit",1,6054,1
1770,"18-30","Debit",0,1843,1
1770,"18-30","Credit",1,5264,1
527,"46-60","Credit",1,4427,3
1139,"18-30","Debit",0,546,1
1459,"46-60","Credit",1,177,3
1459,"46-60","Credit",1,3147,3
1459,"46-60","Debit",1,3383,3
1544,"31-45","Credit",1,352,2
1544,"31-45","Debit",1,3137,2
1174,"18-30","Debit",0,547,1
112,"46-60","Debit",1,6040,3
112,"46-60","Debit",1,4398,3
112,"46-60","Credit",1,1134,3
112,"46-60","Debit",1,4339,3
112,"46-60","Debit",1,3470,3
369,"31-45","Debit (Prepaid)",1,5378,2
369,"31-45","Debit (Prepaid)",0,2779,2
369,"31-45","Debit",1,2982,2
369,"31-45","Credit",1,2443,2
994,"60+","Debit",1,2889,4
994,"60+","Debit",1,4008,4
994,"60+","Credit",1,50,4
994,"60+","Debit",1,3243,4
994,"60+","Debit",1,3904,4
994,"60+","Debit",1,3734,4
994,"60+","Debit",1,5367,4
1592,"18-30","Credit",0,1403,1
1592,"18-30","Credit",0,1844,1
1592,"18-30","Debit (Prepaid)",0,1845,1
1029,"60+","Debit",1,3346,4
1029,"60+","Credit",1,5285,4
1029,"60+","Debit",1,3471,4
1680,"46-60","Credit",0,1846,3
1680,"46-60","Debit",1,5325,3
1052,"60+","Debit",1,5460,4
1052,"60+","Debit",1,3651,4
494,"31-45","Credit",1,3273,2
494,"31-45","Credit",1,2333,2
494,"31-45","Debit",0,1847,2
94,"46-60","Debit",1,2890,3
94,"46-60","Debit",1,3313,3
425,"31-45","Debit",1,3931,2
425,"31-45","Debit",1,6133,2
425,"31-45","Debit",1,4447,2
425,"31-45","Debit",1,5149,2
1720,"46-60","Debit",1,2492,3
1699,"60+","Debit (Prepaid)",1,2642,4
1699,"60+","Debit",1,2204,4
1699,"60+","Debit",1,4245,4
1699,"60+","Debit",1,4437,4
1699,"60+","Credit",1,5043,4
1699,"60+","Credit",1,5593,4
1699,"60+","Credit",1,1018,4
1495,"46-60","Credit",1,2922,3
1495,"46-60","Debit (Prepaid)",1,4941,3
1495,"46-60","Credit",1,2071,3
1495,"46-60","Debit",1,3531,3
1495,"46-60","Debit",1,5767,3
1495,"46-60","Debit",0,1568,3
1495,"46-60","Credit",1,2099,3
1005,"18-30","Debit",0,548,1
439,"31-45","Credit",0,1569,2
439,"31-45","Debit",1,2762,2
1285,"60+","Debit",1,5172,4
1285,"60+","Debit",1,3216,4
1973,"46-60","Debit",1,2180,3
1973,"46-60","Debit",1,1284,3
1973,"46-60","Debit (Prepaid)",1,2342,3
1973,"46-60","Debit",1,2879,3
448,"31-45","Credit",0,549,2
1907,"31-45","Debit",1,4633,2
1907,"31-45","Credit",0,550,2
73,"46-60","Credit",1,2660,3
73,"46-60","Debit",1,2720,3
73,"46-60","Credit",1,4713,3
1097,"31-45","Debit",1,4323,2
1097,"31-45","Debit (Prepaid)",1,4324,2
1097,"31-45","Debit",1,4690,2
1644,"60+","Credit",1,5728,4
1644,"60+","Credit",1,3089,4
1644,"60+","Debit",1,5525,4
1644,"60+","Debit",1,3867,4
1644,"60+","Debit",1,3001,4
1644,"60+","Credit",1,3444,4
967,"31-45","Credit",1,982,2
967,"31-45","Debit",1,3118,2
1929,"18-30","Debit",0,1570,1
1114,"31-45","Credit",1,4650,2
1114,"31-45","Debit (Prepaid)",1,4246,2
1114,"31-45","Debit",1,4325,2
1087,"31-45","Debit",1,1029,2
1087,"31-45","Credit",1,3266,2
95,"18-30","Debit",0,1571,1
95,"18-30","Debit",0,1848,1
1778,"18-30","Debit",0,551,1
1778,"18-30","Debit",0,1572,1
1031,"60+","Credit",1,3770,4
1031,"60+","Debit",1,130,4
1031,"60+","Debit",1,2565,4
1031,"60+","Credit",1,4009,4
1031,"60+","Debit",1,5698,4
1031,"60+","Debit",1,3002,4
1031,"60+","Credit",1,196,4
1031,"60+","Credit",1,4714,4
788,"18-30","Debit",0,1849,1
788,"18-30","Debit",0,1573,1
728,"18-30","Debit",1,3571,1
728,"18-30","Debit",1,1174,1
728,"18-30","Debit",1,3421,1
1639,"46-60","Debit",1,1246,3
1587,"31-45","Debit",0,807,2
1587,"31-45","Debit",1,3996,2
1587,"31-45","Credit",1,3034,2
1883,"60+","Debit",1,5308,4
1883,"60+","Debit",1,4551,4
1883,"60+","Debit",1,4865,4
1883,"60+","Credit",1,3401,4
712,"60+","Debit",1,2773,4
712,"60+","Debit",1,3615,4
712,"60+","Debit",1,5506,4
712,"60+","Credit",1,4758,4
712,"60+","Debit",1,3804,4
1414,"60+","Credit",1,4247,4
1414,"60+","Debit (Prepaid)",1,2057,4
1414,"60+","Debit",1,2205,4
1414,"60+","Credit",1,2077,4
243,"18-30","Debit",0,552,1
146,"46-60","Debit",0,4475,3
146,"46-60","Credit",1,1143,3
146,"46-60","Debit",1,2470,3
715,"31-45","Debit",0,1574,2
715,"31-45","Debit",0,6141,2
1489,"46-60","Debit",1,5858,3
1232,"18-30","Debit",0,1850,1
1232,"18-30","Debit",0,808,1
842,"60+","Debit",1,5469,4
486,"18-30","Debit",0,553,1
763,"31-45","Credit",1,4993,2
154,"46-60","Debit",1,5393,3
154,"46-60","Debit",1,4340,3
154,"46-60","Debit",1,159,3
704,"46-60","Debit",1,5703,3
704,"46-60","Debit",1,4010,3
704,"46-60","Debit",1,3997,3
704,"46-60","Credit",1,2168,3
704,"46-60","Debit",1,5387,3
704,"46-60","Debit",1,2945,3
1409,"18-30","Debit",0,1851,1
1601,"18-30","Credit",0,809,1
1601,"18-30","Credit",0,1852,1
729,"60+","Debit",1,226,4
729,"60+","Debit",1,298,4
729,"60+","Credit",1,2217,4
729,"60+","Debit",1,5507,4
729,"60+","Credit",1,3905,4
729,"60+","Debit",1,4024,4
1016,"31-45","Credit",1,1306,2
1016,"31-45","Debit",1,5883,2
1016,"31-45","Debit",1,2086,2
1214,"31-45","Debit",1,4771,2
1214,"31-45","Debit",1,5508,2
1760,"31-45","Credit",0,1404,2
1760,"31-45","Debit",0,1575,2
927,"31-45","Debit",0,1853,2
927,"31-45","Debit",1,4809,2
1667,"18-30","Debit",0,554,1
1796,"46-60","Debit",1,5379,3
1796,"46-60","Debit",1,3998,3
1796,"46-60","Debit",1,4850,3
179,"31-45","Debit",1,2964,2
179,"31-45","Debit",0,1854,2
395,"31-45","Credit",1,5831,2
395,"31-45","Credit",1,3950,2
395,"31-45","Debit",1,5192,2
395,"31-45","Credit",1,2027,2
513,"18-30","Credit",0,1855,1
513,"18-30","Credit",0,810,1
513,"18-30","Debit",1,1354,1
513,"18-30","Debit",0,6139,1
187,"31-45","Credit",1,4618,2
491,"31-45","Debit",1,2483,2
491,"31-45","Debit",1,3236,2
491,"31-45","Credit",1,2050,2
1153,"60+","Debit (Prepaid)",1,2021,4
377,"60+","Credit",1,3906,4
377,"60+","Debit",1,4669,4
377,"60+","Debit",1,1175,4
377,"60+","Debit",1,4602,4
377,"60+","Debit",1,3003,4
850,"31-45","Debit",1,3176,2
850,"31-45","Debit",1,5699,2
1186,"46-60","Debit",1,3017,3
1186,"46-60","Debit (Prepaid)",1,61,3
1186,"46-60","Debit",1,2946,3
1694,"60+","Credit",1,3306,4
1694,"60+","Debit (Prepaid)",1,5032,4
1694,"60+","Credit",1,5944,4
1694,"60+","Debit",1,5288,4
1694,"60+","Credit",1,3079,4
716,"31-45","Debit (Prepaid)",1,5668,2
716,"31-45","Credit",0,811,2
716,"31-45","Debit",0,555,2
716,"31-45","Credit",1,3965,2
716,"31-45","Debit",0,556,2
716,"31-45","Credit",1,4715,2
1131,"60+","Debit",1,5604,4
1131,"60+","Credit",0,3093,4
1131,"60+","Debit",1,4378,4
1131,"60+","Credit",1,3347,4
1719,"60+","Debit",1,3052,4
1719,"60+","Debit",1,2058,4
1719,"60+","Debit",1,4942,4
254,"18-30","Credit",0,557,1
254,"18-30","Debit",0,1247,1
254,"18-30","Debit",0,1576,1
226,"18-30","Debit",1,2717,1
226,"18-30","Debit",0,1856,1
226,"18-30","Debit",0,812,1
1307,"46-60","Credit",1,4834,3
1307,"46-60","Credit",1,5912,3
1307,"46-60","Credit",1,2810,3
1307,"46-60","Credit",1,3730,3
1307,"46-60","Debit",1,111,3
1095,"60+","Debit",1,5060,4
1095,"60+","Debit",1,335,4
1095,"60+","Debit",1,4691,4
1095,"60+","Debit",1,5461,4
1095,"60+","Debit",1,5669,4
1729,"18-30","Debit",1,5150,1
1466,"31-45","Credit",1,4634,2
1466,"31-45","Debit",1,5884,2
1226,"31-45","Debit (Prepaid)",1,6055,2
1226,"31-45","Credit",1,4159,2
1226,"31-45","Debit",1,2231,2
1755,"46-60","Credit",1,4126,3
1755,"46-60","Debit (Prepaid)",1,998,3
1755,"46-60","Debit",1,4228,3
1755,"46-60","Debit",0,2857,3
1755,"46-60","Debit",1,1248,3
1755,"46-60","Credit",1,1315,3
475,"18-30","Debit",0,558,1
1956,"31-45","Credit",1,4975,2
1956,"31-45","Credit",1,5642,2
1956,"31-45","Debit",1,1125,2
1956,"31-45","Debit",1,2451,2
706,"31-45","Credit",1,320,2
706,"31-45","Credit",1,4284,2
474,"46-60","Debit",1,5114,3
474,"46-60","Credit",1,2493,3
474,"46-60","Debit",1,3844,3
474,"46-60","Credit",1,4034,3
474,"46-60","Debit",1,2218,3
474,"46-60","Credit",1,5845,3
1259,"60+","Debit",1,5406,4
1259,"60+","Debit (Prepaid)",1,3422,4
1259,"60+","Debit (Prepaid)",1,5913,4
1259,"60+","Debit",1,2045,4
1259,"60+","Debit",1,3289,4
1259,"60+","Debit",1,2006,4
320,"31-45","Debit",1,3384,2
320,"31-45","Debit",1,1144,2
93,"31-45","Credit",0,1405,2
93,"31-45","Debit (Prepaid)",0,1577,2
93,"31-45","Debit",1,6028,2
93,"31-45","Credit",1,6091,2
1182,"18-30","Debit",0,6001,1
150,"46-60","Credit",1,2852,3
150,"46-60","Debit",1,2505,3
150,"46-60","Debit",1,5775,3
1327,"18-30","Debit",0,1578,1
1327,"18-30","Debit",0,1579,1
784,"31-45","Credit",1,5019,2
784,"31-45","Debit (Prepaid)",1,347,2
784,"31-45","Credit",1,3373,2
784,"31-45","Debit (Prepaid)",1,4987,2
1471,"31-45","Credit",0,1580,2
1471,"31-45","Credit",1,3094,2
367,"18-30","Debit (Prepaid)",0,1581,1
367,"18-30","Credit",0,1582,1
1050,"31-45","Debit",1,4326,2
1050,"31-45","Debit",1,3472,2
1050,"31-45","Debit (Prepaid)",1,5214,2
207,"60+","Credit",1,2661,4
207,"60+","Debit",1,2506,4
207,"60+","Debit (Prepaid)",1,2143,4
207,"60+","Debit",1,2260,4
207,"60+","Credit",0,385,4
1838,"18-30","Debit",0,1583,1
798,"46-60","Credit",1,5002,3
798,"46-60","Credit",1,2833,3
798,"46-60","Debit",1,5870,3
798,"46-60","Debit",1,963,3
1207,"31-45","Credit",1,2693,2
1207,"31-45","Debit",1,6056,2
1207,"31-45","Credit",1,5805,2
1012,"31-45","Debit",1,3138,2
1012,"31-45","Debit",1,3580,2
844,"60+","Credit",1,4896,4
844,"60+","Credit",1,3445,4
334,"31-45","Debit",1,5234,2
334,"31-45","Credit",1,5595,2
334,"31-45","Credit",1,2522,2
815,"18-30","Credit",0,813,1
815,"18-30","Debit (Prepaid)",0,1393,1
1100,"60+","Debit",0,5964,4
1100,"60+","Debit",1,5079,4
407,"18-30","Debit",0,559,1
407,"18-30","Credit",0,1406,1
407,"18-30","Debit (Prepaid)",0,560,1
407,"18-30","Credit",0,428,1
1244,"31-45","Debit",1,5780,2
1740,"31-45","Debit",1,5885,2
1740,"31-45","Debit",0,2382,2
1740,"31-45","Debit",0,1584,2
1740,"31-45","Debit",0,5338,2
1754,"31-45","Debit",1,4248,2
1184,"60+","Debit",1,2898,4
1184,"60+","Debit",1,6107,4
1184,"60+","Debit",1,4202,4
1184,"60+","Debit",1,4897,4
1184,"60+","Debit",1,3932,4
1440,"18-30","Debit",0,1585,1
200,"46-60","Credit",1,2104,3
200,"46-60","Credit",1,2875,3
200,"46-60","Debit",1,1339,3
1446,"18-30","Debit",1,3970,1
1446,"18-30","Credit",1,3160,1
1446,"18-30","Debit (Prepaid)",0,1857,1
1446,"18-30","Debit",1,3181,1
1263,"46-60","Debit",1,2002,3
1263,"46-60","Debit",1,140,3
1263,"46-60","Credit",0,1445,3
1483,"18-30","Debit",0,1586,1
1483,"18-30","Debit",0,814,1
1085,"18-30","Debit",0,561,1
1085,"18-30","Debit (Prepaid)",0,1587,1
1085,"18-30","Debit (Prepaid)",1,5235,1
1961,"18-30","Debit",0,1588,1
1961,"18-30","Credit",0,1589,1
776,"46-60","Debit",1,5859,3
776,"46-60","Debit",1,3105,3
890,"31-45","Debit",1,354,2
890,"31-45","Credit",1,5799,2
1445,"60+","Credit",1,1135,4
1445,"60+","Credit",1,5753,4
1445,"60+","Credit",1,3722,4
1445,"60+","Debit",1,4716,4
1445,"60+","Debit",1,2899,4
74,"46-60","Debit",0,562,3
74,"46-60","Debit",1,4027,3
74,"46-60","Debit",1,1307,3
1216,"18-30","Debit",0,815,1
1216,"18-30","Debit (Prepaid)",0,1858,1
1216,"18-30","Debit",0,1590,1
1216,"18-30","Debit",0,1859,1
1216,"18-30","Debit",0,816,1
1216,"18-30","Credit",0,817,1
797,"60+","Credit",1,4060,4
797,"60+","Debit",1,4095,4
797,"60+","Debit",1,350,4
797,"60+","Debit",0,818,4
797,"60+","Debit",1,3127,4
797,"60+","Debit",1,4391,4
797,"60+","Debit",1,2839,4
797,"60+","Debit",0,5339,4
797,"60+","Debit",1,5428,4
610,"18-30","Credit",0,429,1
610,"18-30","Credit",0,819,1
610,"18-30","Credit",0,820,1
610,"18-30","Credit",0,398,1
1917,"46-60","Debit (Prepaid)",1,4968,3
1917,"46-60","Credit",1,5556,3
1917,"46-60","Debit",1,2129,3
1917,"46-60","Credit",1,5803,3
975,"18-30","Debit",0,1860,1
975,"18-30","Debit (Prepaid)",0,1591,1
109,"18-30","Debit",1,1340,1
109,"18-30","Credit",0,1861,1
547,"60+","Debit (Prepaid)",0,4076,4
547,"60+","Debit",1,4461,4
547,"60+","Debit",1,5298,4
547,"60+","Debit",1,5526,4
347,"18-30","Debit",0,1592,1
347,"18-30","Credit",1,2751,1
347,"18-30","Debit",0,821,1
201,"60+","Credit",1,4489,4
201,"60+","Debit",1,5236,4
201,"60+","Credit",1,2494,4
1368,"18-30","Credit",0,822,1
1368,"18-30","Debit",1,4772,1
1547,"18-30","Debit",0,563,1
1547,"18-30","Debit (Prepaid)",0,3630,1
1812,"31-45","Debit",1,2531,2
1812,"31-45","Debit (Prepaid)",0,564,2
1379,"60+","Debit",1,6068,4
1379,"60+","Debit",1,2604,4
1379,"60+","Credit",1,4796,4
1379,"60+","Debit",1,5215,4
82,"18-30","Debit (Prepaid)",0,2780,1
1053,"46-60","Credit",1,2900,3
1053,"46-60","Debit",1,2311,3
1053,"46-60","Debit (Prepaid)",1,3771,3
1893,"18-30","Credit",0,1862,1
955,"31-45","Credit",0,1863,2
955,"31-45","Debit",0,565,2
955,"31-45","Debit",1,5723,2
955,"31-45","Debit",1,1366,2
856,"46-60","Credit",1,1367,3
856,"46-60","Debit",1,4851,3
856,"46-60","Debit",1,1285,3
1361,"60+","Debit",1,2880,4
1361,"60+","Debit",1,4950,4
261,"31-45","Debit",1,2706,2
261,"31-45","Debit",1,2589,2
261,"31-45","Debit",1,6129,2
261,"31-45","Debit",1,6076,2
261,"31-45","Credit",1,30,2
64,"31-45","Debit",1,4852,2
64,"31-45","Credit",0,5429,2
1864,"18-30","Debit",0,823,1
1768,"18-30","Debit",0,1864,1
1151,"46-60","Debit",1,1341,3
1151,"46-60","Credit",1,5006,3
1151,"46-60","Debit",1,2983,3
356,"46-60","Debit",1,5279,3
356,"46-60","Debit",1,5605,3
356,"46-60","Debit",1,3132,3
356,"46-60","Debit",1,3251,3
356,"46-60","Debit",1,2312,3
1393,"46-60","Debit",1,3018,3
1393,"46-60","Credit",0,1865,3
865,"31-45","Credit",0,824,2
865,"31-45","Debit",1,4028,2
865,"31-45","Credit",1,3832,2
865,"31-45","Credit",1,4356,2
865,"31-45","Debit",1,5237,2
1914,"18-30","Credit",0,566,1
1641,"18-30","Credit",1,2368,1
707,"18-30","Debit",0,825,1
3,"46-60","Debit (Prepaid)",1,4327,3
3,"46-60","Debit (Prepaid)",1,2157,3
3,"46-60","Debit (Prepaid)",1,4835,3
3,"46-60","Debit",1,3597,3
754,"60+","Debit",1,3787,4
754,"60+","Debit",1,5380,4
754,"60+","Debit",1,4122,4
754,"60+","Debit",1,6002,4
754,"60+","Debit",1,2219,4
754,"60+","Credit",1,5450,4
148,"60+","Debit",1,3423,4
148,"60+","Debit",1,2144,4
148,"60+","Credit",1,4288,4
148,"60+","Credit",1,5851,4
148,"60+","Debit",1,5585,4
127,"46-60","Debit",0,2376,3
